GeneID,Symbol,Experimental_Essentiality,FBA_Essentiality
100751913,LOC100751913,0,0
100752205,LOC100752205,0,0
100752211,LOC100752211,0,0
100752270,LOC100752270,0,0
100752294,LOC100752294,0,0
100752294,LOC100752294,0,0
100752599,LOC100752599,0,0
100752606,LOC100752606,0,0
100752607,LOC100752607,0,0
100752832,LOC100752832,0,0
100752856,LOC100752856,0,0
100753123,LOC100753123,0,0
100753143,LOC100753143,0,0
100753164,LOC100753164,0,0
100753186,LOC100753186,0,0
100753207,LOC100753207,0,0
100753222,LOC100753222,0,0
100753466,LOC100753466,0,0
100753522,LOC100753522,0,0
100753681,LOC100753681,0,0
100753866,LOC100753866,1,0
100753943,LOC100753943,0,0
100754039,LOC100754039,0,0
100754088,LOC100754088,0,0
100754177,LOC100754177,0,0
100754462,LOC100754462,0,0
100754527,LOC100754527,0,0
100754671,LOC100754671,0,0
100754734,LOC100754734,0,0
100754792,LOC100754792,0,0
100754813,LOC100754813,0,0
100755018,LOC100755018,0,0
100755056,LOC100755056,0,0
100755162,LOC100755162,0,0
100755207,LOC100755207,0,0
100755213,LOC100755213,0,0
100755384,LOC100755384,0,0
100755423,LOC100755423,0,0
100755503,LOC100755503,0,0
100755549,LOC100755549,0,0
100755596,LOC100755596,0,0
100755639,LOC100755639,0,0
100755796,LOC100755796,0,0
100755851,LOC100755851,0,0
100756118,LOC100756118,0,0
100756154,LOC100756154,0,0
100756398,LOC100756398,1,0
100756470,LOC100756470,0,0
100756511,LOC100756511,0,0
100756511,LOC100756511,0,0
100756512,LOC100756512,0,0
100756540,LOC100756540,0,0
100756550,LOC100756550,0,0
100756617,LOC100756617,0,0
100756663,LOC100756663,0,0
100756717,LOC100756717,0,0
100756717,LOC100756717,0,0
100756805,LOC100756805,1,0
100756805,LOC100756805,1,0
100756951,LOC100756951,0,0
100757022,LOC100757022,0,0
100757101,LOC100757101,0,0
100757262,LOC100757262,0,0
100757371,LOC100757371,0,0
100757463,LOC100757463,0,0
100757466,LOC100757466,0,0
100757658,LOC100757658,0,0
100758120,LOC100758120,0,0
100758204,LOC100758204,0,0
100758278,LOC100758278,0,0
100758278,LOC100758278,0,0
100758335,LOC100758335,0,0
100758335,LOC100758335,0,0
100758361,LOC100758361,0,0
100758392,LOC100758392,0,0
100758590,LOC100758590,0,0
100758673,LOC100758673,0,0
100758683,LOC100758683,0,0
100758718,LOC100758718,0,0
100758725,LOC100758725,0,0
100758878,LOC100758878,0,0
100758921,LOC100758921,0,0
100758921,LOC100758921,0,0
100758980,LOC100758980,0,0
100758983,LOC100758983,0,0
100759002,LOC100759002,1,0
100759021,LOC100759021,0,0
100759100,LOC100759100,0,0
100759137,LOC100759137,0,0
100759157,LOC100759157,0,0
100759241,LOC100759241,0,0
100759281,LOC100759281,0,0
100759306,LOC100759306,0,0
100759356,LOC100759356,0,0
100759406,LOC100759406,0,0
100759490,LOC100759490,0,1
100759549,LOC100759549,1,0
100759594,LOC100759594,0,0
100759668,LOC100759668,0,0
100759779,LOC100759779,0,0
100759779,LOC100759779,0,0
100759795,LOC100759795,0,0
100759799,LOC100759799,0,0
100759832,LOC100759832,0,1
100759869,LOC100759869,0,0
100759874,LOC100759874,0,0
100759957,LOC100759957,0,0
100760000,LOC100760000,1,0
100760081,LOC100760081,0,0
100760123,LOC100760123,0,0
100760161,LOC100760161,0,0
100760212,LOC100760212,0,0
100760306,LOC100760306,0,0
100760372,LOC100760372,0,0
100760504,LOC100760504,0,0
100760537,LOC100760537,0,0
100760661,LOC100760661,0,0
100760748,LOC100760748,0,0
100760811,LOC100760811,0,0
100760815,LOC100760815,0,0
100760824,LOC100760824,1,0
100761051,LOC100761051,0,0
100761083,LOC100761083,0,0
100761248,LOC100761248,0,0
100761300,LOC100761300,0,0
100761323,LOC100761323,0,0
100761433,LOC100761433,0,0
100761464,LOC100761464,0,0
100761464,LOC100761464,0,0
100761465,LOC100761465,0,0
100761577,LOC100761577,0,0
100761654,LOC100761654,0,0
100761706,LOC100761706,0,0
100761725,LOC100761725,0,0
100761903,LOC100761903,0,0
100762019,LOC100762019,0,0
100762019,LOC100762019,0,0
100762108,LOC100762108,0,0
100762108,LOC100762108,0,0
100762115,LOC100762115,0,0
100762147,LOC100762147,0,0
100762189,LOC100762189,1,1
100762374,LOC100762374,0,0
100762380,LOC100762380,0,0
100762406,LOC100762406,0,0
100762413,LOC100762413,0,0
100762413,LOC100762413,0,0
100762656,LOC100762656,0,0
100762701,LOC100762701,0,0
100762963,LOC100762963,0,0
100763079,LOC100763079,1,0
100763175,LOC100763175,1,0
100763224,LOC100763224,0,0
100763430,LOC100763430,0,0
100763432,LOC100763432,0,0
100763438,LOC100763438,0,0
100763488,LOC100763488,0,0
100763538,LOC100763538,0,0
100763623,LOC100763623,0,0
100763873,LOC100763873,0,0
100763954,LOC100763954,0,0
100764001,LOC100764001,0,0
100764057,LOC100764057,0,0
100764157,LOC100764157,0,0
100764431,LOC100764431,0,0
100764593,LOC100764593,0,0
100764600,LOC100764600,0,0
100764866,LOC100764866,0,0
100765093,LOC100765093,0,0
100765177,LOC100765177,0,0
100765247,LOC100765247,0,0
100765294,LOC100765294,0,0
100765484,LOC100765484,0,0
100765484,LOC100765484,0,0
100765573,LOC100765573,0,0
100765588,LOC100765588,0,0
100765627,LOC100765627,0,0
100765635,LOC100765635,0,1
100765707,LOC100765707,0,0
100765755,LOC100765755,0,0
100765757,LOC100765757,0,0
100765774,LOC100765774,0,0
100765800,LOC100765800,0,0
100765891,LOC100765891,0,0
100765914,LOC100765914,0,0
100766032,LOC100766032,1,0
100766093,LOC100766093,0,0
100766101,LOC100766101,0,1
100766318,LOC100766318,0,0
100766341,LOC100766341,0,0
100766524,LOC100766524,0,0
100766566,LOC100766566,0,0
100766566,LOC100766566,0,0
100766632,LOC100766632,0,0
100766772,LOC100766772,0,0
100766805,LOC100766805,1,0
100766809,LOC100766809,1,0
100766959,LOC100766959,0,0
100766960,LOC100766960,0,0
100767001,LOC100767001,0,0
100767061,LOC100767061,0,0
100767149,LOC100767149,0,0
100767292,LOC100767292,0,0
100767351,LOC100767351,0,0
100767354,LOC100767354,0,0
100767354,LOC100767354,0,0
100767633,LOC100767633,0,0
100767638,LOC100767638,0,0
100767638,LOC100767638,0,0
100767691,LOC100767691,0,0
100767729,LOC100767729,0,0
100767739,LOC100767739,0,0
100767807,LOC100767807,0,0
100767827,LOC100767827,0,0
100767827,LOC100767827,0,0
100767921,LOC100767921,0,0
100768089,LOC100768089,0,0
100768142,LOC100768142,0,0
100768211,LOC100768211,0,0
100768251,LOC100768251,0,0
100768312,LOC100768312,0,0
100768321,LOC100768321,1,0
100768367,LOC100768367,0,0
100768457,LOC100768457,0,0
100768654,LOC100768654,0,0
100768776,LOC100768776,1,0
100768783,LOC100768783,0,0
100768815,LOC100768815,0,0
100768882,LOC100768882,0,0
100769017,LOC100769017,0,0
100769024,LOC100769024,0,0
100769255,LOC100769255,0,0
100769454,LOC100769454,0,0
100769497,LOC100769497,0,0
100769497,LOC100769497,0,0
100769515,LOC100769515,0,0
100769555,LOC100769555,0,0
100769585,LOC100769585,0,0
100769643,LOC100769643,0,0
100769680,LOC100769680,0,0
100769865,LOC100769865,0,0
100769978,LOC100769978,0,0
100770100,LOC100770100,0,0
100770570,LOC100770570,0,0
100770573,LOC100770573,0,0
100770644,LOC100770644,0,0
100770670,LOC100770670,1,0
100770821,LOC100770821,0,0
100770922,LOC100770922,0,0
100770995,LOC100770995,0,0
100771066,LOC100771066,1,0
100771073,LOC100771073,0,0
100771114,LOC100771114,0,0
100771204,LOC100771204,0,0
100771382,LOC100771382,0,0
100771448,LOC100771448,0,0
100771448,LOC100771448,0,0
100771461,LOC100771461,0,0
100771487,LOC100771487,0,0
100771510,LOC100771510,0,0
100771648,LOC100771648,0,0
100771752,LOC100771752,0,0
100771780,LOC100771780,0,0
100771787,LOC100771787,0,0
100772358,LOC100772358,0,0
100772471,LOC100772471,0,0
100772588,LOC100772588,0,0
100772647,LOC100772647,0,0
100772751,LOC100772751,0,0
100772782,LOC100772782,0,0
100772859,LOC100772859,0,0
100773005,LOC100773005,0,0
100773095,LOC100773095,0,0
100773221,LOC100773221,0,0
100773299,LOC100773299,0,0
100773414,LOC100773414,0,0
100773433,LOC100773433,0,0
100773523,LOC100773523,0,0
100773531,LOC100773531,0,0
100773614,LOC100773614,0,0
100773644,LOC100773644,1,0
100773723,LOC100773723,0,0
100773795,LOC100773795,0,0
100773890,LOC100773890,0,0
100773906,LOC100773906,0,0
100774067,LOC100774067,0,0
100774089,LOC100774089,0,0
100774126,LOC100774126,0,0
100774126,LOC100774126,0,0
100774248,LOC100774248,0,0
100774258,LOC100774258,0,0
100774258,LOC100774258,0,0
100774281,LOC100774281,0,0
100774306,LOC100774306,0,0
100774512,LOC100774512,0,0
100774576,LOC100774576,0,0
100774594,LOC100774594,0,0
100774725,LOC100774725,0,0
100774773,LOC100774773,0,0
100774785,LOC100774785,0,0
100775032,LOC100775032,0,0
102495669,LOC102495669,0,0
103158569,LOC103158569,0,0
103158658,LOC103158658,0,0
103158988,LOC103158988,0,0
103159001,LOC103159001,0,0
103159036,LOC103159036,0,0
103159083,LOC103159083,0,0
103159932,LOC103159932,0,0
103159960,LOC103159960,0,1
103159994,LOC103159994,0,0
103160009,LOC103160009,0,0
103160345,LOC103160345,0,0
103160379,LOC103160379,0,0
103160380,LOC103160380,0,0
103160952,LOC103160952,0,0
103161085,LOC103161085,0,0
103161689,LOC103161689,0,0
103161711,LOC103161711,0,0
103162307,LOC103162307,0,0
103162531,LOC103162531,0,0
103162985,LOC103162985,0,0
103163008,LOC103163008,0,0
103163165,LOC103163165,0,1
103163173,LOC103163173,0,0
103163344,LOC103163344,0,0
103163371,LOC103163371,1,0
103163585,LOC103163585,0,0
103164123,LOC103164123,0,0
107977023,LOC107977023,0,0
107977047,LOC107977047,0,0
107977131,LOC107977131,0,0
107977136,LOC107977136,0,0
107978331,LOC107978331,0,0
107980432,LOC107980432,0,0
100772716,Lpcat2,0,0
100768200,Lpcat3,0,0
100770825,Lpcat4,0,0
100751009,Lpgat1,0,0
100689191,Lpl,0,0
100751941,Lpo,0,0
100769559,Lrat,0,0
100772030,Lrp2,0,0
100753498,Lss,1,1
100753500,Lta4h,0,0
100755288,Lypla1,0,0
100764570,Magt1,0,0
100767553,Man1a1,0,0
100770527,Man1a2,0,0
100761494,Man1c1,0,0
100757006,Man2a1,0,0
100764014,Man2a2,0,0
100766505,Man2b1,0,0
100770115,Man2b2,0,0
100761822,Man2c1,0,0
103158768,Manba,0,0
100682532,Manea,0,0
100759648,Maob,0,0
100756755,Mars1,0,1
100771401,Mars2,1,0
100758089,Mat1a,0,0
100752327,Mat2a,1,0
100772831,Mat2b,0,0
100754943,Mboat1,0,0
100766440,Mboat7,0,0
100770744,Mcat,0,0
100771229,Mccc1,1,0
100756739,Mccc2,0,0
100763022,Mcee,0,0
100762628,Mcu,0,0
100765870,Mcub,0,0
100764352,Mdh1,0,0
100756246,Mdh1b,0,0
100763194,Mdh2,0,0
100767908,Me1,0,0
100771311,Me2,0,0
100764482,Me3,0,0
100764482,Me3,0,0
100767445,Mecr,1,0
100762875,Mfng,0,0
100774195,Mfsd2a,0,0
100761245,Mfsd2b,0,0
100769016,Mgam,0,0
100769303,Mgam2,0,0
100682529,Mgat1,1,0
100753385,Mgat2,0,0
100689076,Mgat3,0,0
100766200,Mgat4a,0,0
100768637,Mgat4b,0,0
100760589,Mgat4c,0,0
100774333,Mgat4d,0,0
100760162,Mgat5,0,0
100771275,Mgat5b,0,0
100767455,Mgll,0,0
100764249,Mgst2,0,0
100759236,Mgst3,0,0
100759230,Micu1,0,0
100763005,Micu2,0,0
100766430,Minpp1,0,0
100756277,Miox,0,0
100759191,Mlycd,0,0
100772148,Mmaa,0,0
100751940,Mmab,0,0
100764155,Mmgt1,0,0
100765277,Mmut,0,0
100761111,Mogat1,0,0
100766858,Mogat2,0,0
100769277,Mogat3,0,0
100689098,Mogs,1,0
100758693,Moxd1,0,0
100756279,Mpc1,0,0
100766986,Mpc2,0,0
100764596,Mpi,1,0
100752227,Mpo,0,0
100763920,Mpst,0,0
100765916,Mri1,0,0
100757939,Mrpl58,1,0
100759806,Mrs2,0,0
100754784,Msmo1,1,0
100761485,Mtap,0,0
100751376,Mtfmt,0,0
100763862,Mthfd1,1,0
100767336,Mthfd1l,1,0
100770086,Mthfd2,1,0
100774930,Mthfr,0,0
100758328,Mthfs,0,0
100754286,Mtmr14,0,0
100750781,Mtmr3,0,0
100766683,Mtmr6,0,0
100766683,Mtmr6,0,0
100751422,Mtmr7,0,0
100763416,Mtr,1,0
100766541,Mvd,1,1
100751653,Mvk,1,1
100773449,Mxra8,0,0
100758378,Mybbp1a,0,1
100774782,Naa10,0,0
100755696,Nadk,1,0
100773611,Nadk2,1,0
100771407,Nadsyn1,0,0
100751670,Naga,0,0
100758117,Nagk,0,0
100757611,Naglu,0,0
100774024,Nagpa,0,0
100752620,Nags,0,0
100767492,Nampt,1,0
100764540,Nanp,0,0
100767837,Nans,0,0
100756372,Naprt,0,0
100764751,Nars1,1,1
100771333,Nars2,1,0
100769399,Nat8l,0,0
100767494,Naxd,0,0
100762326,Naxe,0,0
3979183,ND1,0,0
3979184,ND2,0,0
3979190,ND3,0,0
3979179,ND4,0,0
3979178,ND4L,0,0
3979180,ND5,0,0
3979181,ND6,0,0
100766710,Ndst1,0,0
100758914,Ndst2,0,0
100689328,Ndufa1,0,0
100767451,Ndufa10,1,0
100772543,Ndufa11,1,0
100757306,Ndufa12,0,0
100762893,Ndufa13,1,0
100754444,Ndufa2,1,0
100764988,Ndufa3,0,0
100766611,Ndufa4,0,0
100755007,Ndufa4l2,0,0
100760870,Ndufa5,0,0
100750797,Ndufa6,1,0
100755602,Ndufa7,0,0
100770579,Ndufa8,0,0
100773563,Ndufa9,1,0
100765100,Ndufab1,0,0
100764109,Ndufaf3,0,0
100768936,Ndufaf4,0,0
100770742,Ndufaf5,1,0
103162917,Ndufaf6,1,0
100756458,Ndufaf7,1,0
100754681,Ndufb10,1,0
100689361,Ndufb11,1,0
100774095,Ndufb2,1,0
100757431,Ndufb3,0,0
100762129,Ndufb4,0,0
100757916,Ndufb5,1,0
100765445,Ndufb6,1,0
100754222,Ndufb7,1,0
100752642,Ndufb8,1,0
100766880,Ndufc1,1,0
100766442,Ndufc2,1,0
100754223,Ndufs1,1,0
100768067,Ndufs2,1,0
100761333,Ndufs3,0,0
100773999,Ndufs4,0,0
100770445,Ndufs5,0,0
100751523,Ndufs6,0,0
100766693,Ndufs7,1,0
100755890,Ndufs8,0,0
100757245,Ndufv1,1,0
100757242,Ndufv2,1,0
100761076,Ndufv3,0,0
100689373,Neu1,0,0
100689301,Neu2,0,0
100689090,Neu3,0,0
100774175,Neu4,0,0
100756446,Nit2,0,0
100752009,Nme3,0,0
100757593,Nme4,0,0
100774762,Nme5,0,0
100763307,Nme6,1,0
100762945,Nme7,0,0
100771233,Nmnat1,0,0
100761270,Nmnat2,0,0
103160971,Nmnat3,0,0
100773335,Nmrk2,0,0
100767696,Nnmt,0,0
100764271,Nnt,0,0
100758127,Nos1,0,0
100760062,Nos2,0,0
100769961,Nos3,0,0
100770704,Nox1,0,0
100772029,Nox3,0,0
100754626,Nox4,0,0
100751678,Noxa1,0,0
100766881,Noxo1,0,0
100766218,Npl,0,0
100752423,Npr1,0,0
100772356,Npr2,0,0
100774587,Npr3,0,0
100760905,Nqo1,0,0
100764429,Nsdhl,0,0
100757075,Nt5c,0,0
100772070,Nt5c1a,0,0
100755966,Nt5c1b,0,0
100765193,Nt5c2,0,0
100768928,Nt5c3a,0,0
100773030,Nt5c3b,0,0
100759374,Nt5e,0,0
100767091,Nt5m,0,0
100763065,Ntpcr,0,0
100751938,Nudt12,0,0
100770798,Nudt14,0,0
100768978,Nudt16,0,0
100769146,Nudt2,0,0
100753131,Nudt4,0,0
100772118,Nudt5,0,0
100766764,Nudt9,0,0
100771896,Oat,0,0
100774848,Ocrl,0,0
100751960,Odc1,0,0
100764862,Ogdh,1,0
100769436,Ogdhl,1,0
100768670,Ogt,1,0
100755723,Olah,0,0
100752451,Oplah,1,0
100761890,Otc,0,0
100766113,Oxct1,0,0
100769182,Oxsm,0,0
100757890,P4ha1,0,0
100760683,P4ha2,0,0
100766769,P4ha3,0,0
100689433,P4hb,0,0
100764774,Pafah1b1,1,0
100756174,Pafah1b3,0,0
100770286,Pafah2,0,0
100774376,Pah,0,0
100758991,Paics,1,0
100768798,Pank1,0,0
100773397,Pank2,0,0
100767141,Pank3,0,0
100768771,Pank4,0,0
100760982,Papola,0,1
100760363,Papolb,0,1
100760680,Papolg,0,1
100764888,Papss2,0,0
100751506,Pars2,1,0
100758970,Pc,1,0
100767749,Pcbd1,1,0
100762703,Pcbd2,1,0
100765530,Pcca,1,0
100759926,Pccb,1,0
100758749,Pck1,1,0
100762618,Pck2,1,0
100689303,Pcyt1a,1,0
100770553,Pcyt1b,1,0
100756894,Pcyt2,1,0
100751551,Pde10a,0,0
100762910,Pde1a,0,0
100689193,Pde1b,0,0
100774969,Pde1c,0,0
100750420,Pde2a,0,0
100774584,Pde3a,0,0
100775064,Pde3b,0,0
100759696,Pde4a,0,0
100774886,Pde4b,0,0
100770327,Pde4c,0,0
100754362,Pde4d,0,0
100755315,Pde5a,0,0
100762641,Pde6a,0,0
100766007,Pde6b,0,0
100752813,Pde6c,0,0
100762580,Pde6d,0,0
100764811,Pde6g,0,0
100760222,Pde7a,0,0
100753277,Pde7b,0,0
100759944,Pde8a,0,0
100755939,Pde8b,0,0
100765436,Pde9a,0,0
100774853,Pdha1,1,0
100774878,Pdhb,1,0
100750352,Pdhx,0,0
100772754,Pdss1,1,0
100768592,Pdss2,1,0
100768396,Pdxk,0,0
100755599,Pdxp,0,0
100757202,Pecr,0,0
100767954,Pemt,0,0
100770474,Pepd,0,0
100760956,Pfas,1,0
100754096,Pfkfb1,0,0
100768313,Pfkfb2,0,0
100762756,Pfkfb3,1,0
100761571,Pfkfb4,0,0
100762127,Pfkl,0,0
100754270,Pfkm,0,0
100751501,Pfkp,0,0
100766080,Pgam1,1,0
100761944,Pgam2,0,0
100761032,Pgap1,0,0
100765199,Pgd,1,0
100689467,Pgk1,1,0
100755186,Pgk2,0,0
100774660,Pgls,0,0
100753184,Pgm1,0,0
100761029,Pgm2,0,0
100767063,Pgm2l1,0,0
100762575,Pgm3,1,0
100770590,Pgm5,0,0
100770052,Pgp,1,0
100689449,Pgs1,1,1
100774394,Phgdh,0,0
100760987,Phospho1,0,0
100764721,Phospho2,0,0
100761523,Phpt1,0,0
100774732,Phyh,0,0
100767825,Phykpl,0,0
100766663,Pi4k2a,0,0
100756055,Pi4ka,1,0
100770133,Pi4kb,1,0
100773712,Piga,0,0
100768002,Pigb,0,0
100772999,Pigc,0,0
100764893,Pigf,0,0
100765524,Pigg,0,0
100760756,Pigh,0,0
100761996,Pigk,0,0
100752487,Pigl,0,0
100764842,Pigm,0,0
100751357,Pign,0,0
100774971,Pigo,0,0
100752242,Pigp,0,0
100769477,Pigq,1,0
100761041,Pigs,0,0
100765538,Pigt,0,0
100689380,Pigu,0,0
100770177,Pigv,0,0
100759511,Pigw,0,0
100761026,Pigx,0,0
100750622,Pigz,0,0
100756350,Pik3c2a,0,0
100767102,Pik3c2b,0,0
100754324,Pik3c2g,0,0
100765741,Pik3c3,1,0
100689251,Pik3ca,1,0
100689252,Pik3cb,0,0
100769225,Pik3cd,0,0
100765862,Pik3cg,0,0
100750761,Pik3r1,0,0
100771181,Pik3r2,0,0
100769548,Pik3r4,1,0
100751224,Pik3r5,0,0
100751518,Pik3r6,0,0
100758487,Pikfyve,1,0
100755254,Pip4k2a,0,0
100765223,Pip4k2b,0,0
100764086,Pip4k2c,0,0
100757444,Pip4p1,0,0
100767770,Pip4p2,0,0
100753298,Pip5k1a,0,0
100772168,Pip5k1c,0,0
100765858,Pipox,0,0
100689093,Pisd,1,0
100755461,Pklr,0,0
100751347,Pkm,1,0
100756208,Pla2g10,0,0
100767324,Pla2g12a,0,0
100758369,Pla2g12b,0,0
100754136,Pla2g2a,0,0
100756754,Pla2g2c,0,0
100754712,Pla2g2d,0,0
100753835,Pla2g2e,0,0
100755005,Pla2g2f,0,0
100761489,Pla2g3,0,0
100750927,Pla2g4a,0,0
100771756,Pla2g4b,0,0
100754559,Pla2g4c,0,0
103158591,Pla2g4d,0,0
100770894,Pla2g4e,0,0
100770605,Pla2g4f,0,0
100754426,Pla2g5,0,0
100751421,Pla2g6,0,0
100761810,Plb1,0,0
100751979,Plcb1,0,0
100760731,Plcb2,0,0
100760134,Plcb3,0,0
100770957,Plcb4,0,0
100751509,Plcd1,0,0
100759620,Plcd3,0,0
100751872,Plcd4,0,0
100754217,Plce1,0,0
100769697,Plcg1,0,0
100752475,Plcg2,0,0
100760460,Plch1,0,0
100769053,Plch2,0,0
100772560,Plcl1,0,0
100763459,Plcxd2,0,0
100754031,Plcz1,0,0
100689404,Pld1,0,0
100689404,Pld1,0,0
100752582,Pld2,0,0
100763114,Pld3,0,0
100770231,Pld4,0,0
100766800,Pld6,0,0
100763844,Plod1,0,0
100762939,Plod2,0,0
100771106,Plpp1,0,0
100774295,Plpp2,0,0
100774527,Plpp3,0,0
100772808,Plpp5,0,0
103162885,Plpp6,0,1
100751688,Plpp7,0,0
100758814,Plppr5,0,0
100771643,Pmm1,0,0
100771643,Pmm1,0,0
100765196,Pmm2,0,0
100761595,Pmpca,1,0
100759992,Pmvk,1,1
100768410,Pnmt,0,0
100757729,Pnp,0,0
100763234,Pnpla1,0,0
100753746,Pnpla2,0,0
100768979,Pnpla3,0,0
100753308,Pnpo,0,0
100766803,Pnpt1,1,1
100753417,Pofut1,0,0
100765129,Pofut2,0,0
100760325,Poglut1,0,0
100758493,Pola1,1,1
100768307,Pola2,1,1
100774965,Polb,0,1
100773935,Pold1,1,1
100762815,Pold2,1,1
100756090,Pold3,1,1
100761682,Pold4,0,1
100774671,Pole,1,1
100754280,Pole2,1,1
100752018,Pole3,1,1
100755501,Polg,0,1
100774291,Polg2,0,1
100758244,Polh,0,1
100757066,Poli,0,1
100758099,Polk,0,1
100758099,Polk,0,1
100751096,Poll,1,1
100762233,Polm,0,1
100769107,Poln,1,1
100769107,Poln,1,1
100764158,Polq,0,1
100767957,Polr1a,1,1
100767957,Polr1a,1,1
100769834,Polr1b,1,1
100758205,Polr1c,1,1
100757843,Polr1d,1,1
100751282,Polr1e,1,1
100753139,Polr1h,1,1
100689016,Polr2a,1,1
100755901,Polr2b,1,1
100765460,Polr2c,0,1
100755604,Polr2d,1,1
100754513,Polr2e,1,1
100754156,Polr2f,1,1
100754072,Polr2g,1,1
100769706,Polr2h,1,1
100762645,Polr2k,0,1
100754830,Polr2l,0,1
100753811,Polr3a,1,1
100759724,Polr3b,1,1
100752999,Polr3c,1,1
100767520,Polr3d,1,1
100764912,Polr3e,1,1
100766844,Polr3f,1,1
100767472,Polr3g,0,1
100755742,Polr3gl,0,1
100762430,Polrmt,1,1
100772511,Pomgnt1,0,0
100770708,Pomgnt2,0,0
100771074,Pomk,0,0
100755033,Pomt1,0,0
100764752,Pomt2,0,0
100689241,Por,0,0
100769185,Ppa1,0,0
100760149,Ppat,1,0
100766343,Ppcdc,1,0
100768962,Ppcs,0,0
100767441,Ppip5k1,0,0
100769408,Ppip5k2,0,0
100767777,Ppox,1,0
100750408,Ppt1,0,0
100758494,Ppt2,0,0
100754867,Prdx6,0,0
100753910,Prkcsh,0,0
100750856,Prodh,0,0
100773901,Prodh2,0,0
100759532,Prps1,0,0
100767893,Prps2,0,0
100766866,Prune1,1,0
100755514,Prxl2b,0,0
100760327,Psap,0,0
100760751,Psat1,0,0
100755202,Psph,0,0
100762075,Ptdss1,0,0
100689448,Ptdss2,0,0
100689448,Ptdss2,0,0
100764294,Pten,0,0
100762704,Ptgds,0,0
100770965,Ptges,0,0
100758776,Ptges2,0,0
100774202,Ptges3,0,0
100757024,Ptgis,0,0
100756865,Ptgr1,0,0
100770867,Ptgs1,0,0
100751220,Ptgs2,0,0
100758995,Ptpdc1,0,0
100763640,Ptpmt1,1,1
100774028,Ptprq,0,0
100774028,Ptprq,0,0
100760505,Ptrh1,0,0
100759231,Ptrh2,0,0
100750756,Pts,0,0
100774957,Pxdn,0,0
100767919,Pycr1,0,0
100751666,Pycr2,0,0
100758600,Pycr3,0,0
100769186,Pygb,0,0
100753288,Pygl,0,0
100753288,Pygl,0,0
100757350,Pygm,0,0
100763403,Pyurf,0,0
100763536,Qars1,1,1
100769495,Qdpr,0,0
100755205,Qprt,0,0
100767432,Qrsl1,1,0
100767723,Rars1,1,1
100768428,Rars2,1,0
100762399,Rbks,0,0
100762475,Rbp1,0,0
100758803,Rbp2,0,0
100765162,Rdh10,0,0
100759877,Rdh11,0,0
100759583,Rdh12,0,0
100759393,Rdh13,0,0
100757118,Rdh14,0,0
100772460,Rdh5,1,0
100773401,Rdh8,0,0
100774890,Rev3l,1,1
100753174,Rfc5,1,1
100767410,Rfk,1,0
100771257,Rfng,0,0
100774638,Rft1,1,0
100752401,Rgn,0,0
100764399,Rhag,0,0
100754688,Rhbg,0,0
100762946,Ripor1,0,1
100756130,Rpe,1,0
100767488,Rpe65,1,0
100765051,Rpia,1,0
100762811,Rpn1,1,0
103158732,Rpn2,1,0
100769100,Rpp14,1,0
100761591,Rrm1,1,1
100752542,Rrm2,1,0
100768429,Rrm2b,1,0
100757873,Rxylt1,0,0
100761121,Sardh,0,0
100689195,Sars1,1,1
100769771,Sars2,1,0
100689427,Sat1,0,0
100757665,Sat2,0,0
100752960,Sc5d,1,1
100772350,Scarf2,0,0
100768510,Sccpdh,0,0
100768175,Scd5,0,0
100774221,Scly,0,0
100757558,Scp2,0,0
100765198,Scp2d1,0,0
100750732,Sdha,1,0
103161641,Sdhaf1,1,0
100772110,Sdhaf2,1,0
100771246,Sdhb,1,0
100689402,Sdhc,1,0
100774657,Sdhd,0,0
100769224,Sds,0,0
100768948,Sdsl,0,0
100752256,Sec11a,0,0
100769695,Sec11c,0,0
100759003,Selenoi,0,0
100775017,Sephs1,0,0
100770125,Sephs2,1,0
100753962,Setd1a,1,0
100765637,Setd2,0,0
100767175,Setd7,0,0
100765697,Setdb1,1,0
100774155,Setdb2,0,0
100766719,Sgms1,1,0
100760913,Sgms2,0,0
100761441,Sgpl1,0,0
100766871,Sgpp1,0,0
100760822,Sgpp2,0,0
100755391,Sgsh,0,0
100773080,Shmt1,0,0
100754714,Shmt2,1,0
100771420,Shpk,0,0
100773620,Si,0,0
100754185,Siae,0,0
100756998,Slc10a1,1,0
100689396,Slc10a2,0,0
100753263,Slc10a4,0,0
100760229,Slc10a5,0,0
100770143,Slc10a7,0,0
100752157,Slc11a1,0,0
100764508,Slc11a2,1,0
100761861,Slc12a1,0,0
100769027,Slc12a2,0,0
100758081,Slc12a3,0,0
100751159,Slc12a4,0,0
100768413,Slc12a5,0,0
100771685,Slc12a6,0,0
100764745,Slc12a7,0,0
100764745,Slc12a7,0,0
100757983,Slc13a1,0,0
100767335,Slc13a2,0,0
100750672,Slc13a3,0,0
100771284,Slc13a4,0,0
100754900,Slc13a5,0,0
100760826,Slc15a1,0,0
100766001,Slc15a2,0,0
100775005,Slc15a3,0,0
100761469,Slc15a4,0,0
100775004,Slc16a1,0,0
100774015,Slc16a10,1,0
100767935,Slc16a12,0,0
100763738,Slc16a13,0,0
100752961,Slc16a14,0,0
100762444,Slc16a2,0,0
100772122,Slc16a3,0,0
100757367,Slc16a5,0,0
100768407,Slc16a7,0,0
100756769,Slc16a8,0,0
100755850,Slc17a1,0,0
100755263,Slc17a2,0,0
